パート,種類,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正解,解説
文の訳,4択,I can play volleyball.,私はバレーボールができます。,私はバレーボールをしません。,私はバドミントンができます。,私はバレーボールが好きです。,私はバレーボールができます。,
文の訳,4択,I can play badminton.,私はバドミントンができます。,私はバドミントンをしません。,私は野球ができます。,私はバドミントンが好きです。,私はバドミントンができます。,
文の訳,4択,We can play soccer.,私たちはサッカーができます。,私たちはサッカーをしません。,私たちはバドミントンができます。,私たちはサッカーが好きです。,私たちはサッカーができます。,
文の訳,4択,We can play tennis.,私たちはテニスができます。,私たちはテニスをしません。,私たちは野球ができます。,私たちはテニスが好きです。,私たちはテニスができます。,
文の訳,4択,We can play baseball.,私たちは野球ができます。,私たちは野球をしません。,私たちはバスケットボールができます。,私たちは野球が好きです。,私たちは野球ができます。,
文の訳,4択,We can play basketball.,私たちはバスケットボールができます。,私たちはバスケットボールをしません。,私たちはバレーボールができます。,私たちはバスケットボールが好きです。,私たちはバスケットボールができます。,
文の訳,4択,We can play volleyball.,私たちはバレーボールができます。,私たちはバレーボールをしません。,私たちはテニスができます。,私たちはバレーボールが好きです。,私たちはバレーボールができます。,
文の訳,4択,We can play badminton.,私たちはバドミントンができます。,私たちはバドミントンをしません。,私たちは野球ができます。,私たちはバドミントンが好きです。,私たちはバドミントンができます。,
文の訳,4択,You can play soccer.,あなたはサッカーができます。,あなたはサッカーをしません。,あなたはバスケットボールができます。,あなたはサッカーが好きです。,あなたはサッカーができます。,
文の訳,4択,You can play tennis.,あなたはテニスができます。,あなたはテニスをしません。,あなたはバスケットボールができます。,あなたはテニスが好きです。,あなたはテニスができます。,
文の訳,4択,You can play baseball.,あなたは野球ができます。,あなたは野球をしません。,あなたはサッカーができます。,あなたは野球が好きです。,あなたは野球ができます。,
文の訳,4択,You can play basketball.,あなたはバスケットボールができます。,あなたはバスケットボールをしません。,あなたはバレーボールができます。,あなたはバスケットボールが好きです。,あなたはバスケットボールができます。,
文の訳,4択,You can play volleyball.,あなたはバレーボールができます。,あなたはバレーボールをしません。,あなたは野球ができます。,あなたはバレーボールが好きです。,あなたはバレーボールができます。,
文の訳,4択,You can play badminton.,あなたはバドミントンができます。,あなたはバドミントンをしません。,あなたはバスケットボールができます。,あなたはバドミントンが好きです。,あなたはバドミントンができます。,
文の訳,4択,They can play soccer.,彼らはサッカーができます。,彼らはサッカーをしません。,彼らはバレーボールができます。,彼らはサッカーが好きです。,彼らはサッカーができます。,
文の訳,4択,They can play tennis.,彼らはテニスができます。,彼らはテニスをしません。,彼らはサッカーができます。,彼らはテニスが好きです。,彼らはテニスができます。,
文の訳,4択,They can play baseball.,彼らは野球ができます。,彼らは野球をしません。,彼らはバドミントンができます。,彼らは野球が好きです。,彼らは野球ができます。,
文の訳,4択,They can play basketball.,彼らはバスケットボールができます。,彼らはバスケットボールをしません。,彼らはテニスができます。,彼らはバスケットボールが好きです。,彼らはバスケットボールができます。,
文の訳,4択,They can play volleyball.,彼らはバレーボールができます。,彼らはバレーボールをしません。,彼らはバスケットボールができます。,彼らはバレーボールが好きです。,彼らはバレーボールができます。,
文の訳,4択,They can play badminton.,彼らはバドミントンができます。,彼らはバドミントンをしません。,彼らは野球ができます。,彼らはバドミントンが好きです。,彼らはバドミントンができます。,
文の訳,4択,He can play soccer.,彼はサッカーができます。,彼はサッカーをしません。,彼はテニスができます。,彼はサッカーが好きです。,彼はサッカーができます。,
文の訳,4択,He can play tennis.,彼はテニスができます。,彼はテニスをしません。,彼は野球ができます。,彼はテニスが好きです。,彼はテニスができます。,
文の訳,4択,He can play baseball.,彼は野球ができます。,彼は野球をしません。,彼はサッカーができます。,彼は野球が好きです。,彼は野球ができます。,
文の訳,4択,He can play basketball.,彼はバスケットボールができます。,彼はバスケットボールをしません。,彼はバレーボールができます。,彼はバスケットボールが好きです。,彼はバスケットボールができます。,
文の訳,4択,He can play volleyball.,彼はバレーボールができます。,彼はバレーボールをしません。,彼は野球ができます。,彼はバレーボールが好きです。,彼はバレーボールができます。,
文の訳,4択,He can play badminton.,彼はバドミントンができます。,彼はバドミントンをしません。,彼はサッカーができます。,彼はバドミントンが好きです。,彼はバドミントンができます。,
文の訳,4択,She can play soccer.,彼女はサッカーができます。,彼女はサッカーをしません。,彼女はバドミントンができます。,彼女はサッカーが好きです。,彼女はサッカーができます。,
文の訳,4択,She can play tennis.,彼女はテニスができます。,彼女はテニスをしません。,彼女はバスケットボールができます。,彼女はテニスが好きです。,彼女はテニスができます。,
文の訳,4択,She can play baseball.,彼女は野球ができます。,彼女は野球をしません。,彼女はバスケットボールができます。,彼女は野球が好きです。,彼女は野球ができます。,
文の訳,4択,She can play basketball.,彼女はバスケットボールができます。,彼女はバスケットボールをしません。,彼女はバドミントンができます。,彼女はバスケットボールが好きです。,彼女はバスケットボールができます。,
文の訳,4択,She can play volleyball.,彼女はバレーボールができます。,彼女はバレーボールをしません。,彼女は野球ができます。,彼女はバレーボールが好きです。,彼女はバレーボールができます。,
文の訳,4択,She can play badminton.,彼女はバドミントンができます。,彼女はバドミントンをしません。,彼女は野球ができます。,彼女はバドミントンが好きです。,彼女はバドミントンができます。,
文の訳,4択,I can play the piano.,私はピアノをひけます。,私はピアノをひきません。,私はバイオリンをひけます。,私はピアノがほしいです。,私はピアノをひけます。,
文の訳,4択,I can play the guitar.,私はギターをひけます。,私はギターをひきません。,私はピアノをひけます。,私はギターがほしいです。,私はギターをひけます。,
文の訳,4択,I can play the violin.,私はバイオリンをひけます。,私はバイオリンをひきません。,私はギターをひけます。,私はバイオリンがほしいです。,私はバイオリンをひけます。,
文の訳,4択,I can play the drums.,私はドラムをひけます。,私はドラムをひきません。,私はピアノをひけます。,私はドラムがほしいです。,私はドラムをひけます。,
文の訳,4択,I can play the flute.,私はフルートをひけます。,私はフルートをひきません。,私はドラムをひけます。,私はフルートがほしいです。,私はフルートをひけます。,
文の訳,4択,We can play the piano.,私たちはピアノをひけます。,私たちはピアノをひきません。,私たちはギターをひけます。,私たちはピアノがほしいです。,私たちはピアノをひけます。,
文の訳,4択,We can play the guitar.,私たちはギターをひけます。,私たちはギターをひきません。,私たちはフルートをひけます。,私たちはギターがほしいです。,私たちはギターをひけます。,
文の訳,4択,We can play the violin.,私たちはバイオリンをひけます。,私たちはバイオリンをひきません。,私たちはピアノをひけます。,私たちはバイオリンがほしいです。,私たちはバイオリンをひけます。,
文の訳,4択,We can play the drums.,私たちはドラムをひけます。,私たちはドラムをひきません。,私たちはフルートをひけます。,私たちはドラムがほしいです。,私たちはドラムをひけます。,
文の訳,4択,We can play the flute.,私たちはフルートをひけます。,私たちはフルートをひきません。,私たちはバイオリンをひけます。,私たちはフルートがほしいです。,私たちはフルートをひけます。,
文の訳,4択,You can play the piano.,あなたはピアノをひけます。,あなたはピアノをひきません。,あなたはバイオリンをひけます。,あなたはピアノがほしいです。,あなたはピアノをひけます。,
文の訳,4択,You can play the guitar.,あなたはギターをひけます。,あなたはギターをひきません。,あなたはドラムをひけます。,あなたはギターがほしいです。,あなたはギターをひけます。,
文の訳,4択,You can play the violin.,あなたはバイオリンをひけます。,あなたはバイオリンをひきません。,あなたはドラムをひけます。,あなたはバイオリンがほしいです。,あなたはバイオリンをひけます。,
文の訳,4択,You can play the drums.,あなたはドラムをひけます。,あなたはドラムをひきません。,あなたはバイオリンをひけます。,あなたはドラムがほしいです。,あなたはドラムをひけます。,
文の訳,4択,You can play the flute.,あなたはフルートをひけます。,あなたはフルートをひきません。,あなたはピアノをひけます。,あなたはフルートがほしいです。,あなたはフルートをひけます。,
文の訳,4択,They can play the piano.,彼らはピアノをひけます。,彼らはピアノをひきません。,彼らはギターをひけます。,彼らはピアノがほしいです。,彼らはピアノをひけます。,
文の訳,4択,They can play the guitar.,彼らはギターをひけます。,彼らはギターをひきません。,彼らはドラムをひけます。,彼らはギターがほしいです。,彼らはギターをひけます。,
文の訳,4択,They can play the violin.,彼らはバイオリンをひけます。,彼らはバイオリンをひきません。,彼らはドラムをひけます。,彼らはバイオリンがほしいです。,彼らはバイオリンをひけます。,
文の訳,4択,They can play the drums.,彼らはドラムをひけます。,彼らはドラムをひきません。,彼らはピアノをひけます。,彼らはドラムがほしいです。,彼らはドラムをひけます。,
文の訳,4択,They can play the flute.,彼らはフルートをひけます。,彼らはフルートをひきません。,彼らはギターをひけます。,彼らはフルートがほしいです。,彼らはフルートをひけます。,
文の訳,4択,He can play the piano.,彼はピアノをひけます。,彼はピアノをひきません。,彼はバイオリンをひけます。,彼はピアノがほしいです。,彼はピアノをひけます。,
文の訳,4択,He can play the guitar.,彼はギターをひけます。,彼はギターをひきません。,彼はフルートをひけます。,彼はギターがほしいです。,彼はギターをひけます。,
文の訳,4択,He can play the violin.,彼はバイオリンをひけます。,彼はバイオリンをひきません。,彼はピアノをひけます。,彼はバイオリンがほしいです。,彼はバイオリンをひけます。,
文の訳,4択,He can play the drums.,彼はドラムをひけます。,彼はドラムをひきません。,彼はバイオリンをひけます。,彼はドラムがほしいです。,彼はドラムをひけます。,
文の訳,4択,He can play the flute.,彼はフルートをひけます。,彼はフルートをひきません。,彼はピアノをひけます。,彼はフルートがほしいです。,彼はフルートをひけます。,
文の訳,4択,She can play the piano.,彼女はピアノをひけます。,彼女はピアノをひきません。,彼女はドラムをひけます。,彼女はピアノがほしいです。,彼女はピアノをひけます。,
文の訳,4択,She can play the guitar.,彼女はギターをひけます。,彼女はギターをひきません。,彼女はピアノをひけます。,彼女はギターがほしいです。,彼女はギターをひけます。,
文の訳,4択,She can play the violin.,彼女はバイオリンをひけます。,彼女はバイオリンをひきません。,彼女はギターをひけます。,彼女はバイオリンがほしいです。,彼女はバイオリンをひけます。,
文の訳,4択,She can play the drums.,彼女はドラムをひけます。,彼女はドラムをひきません。,彼女はバイオリンをひけます。,彼女はドラムがほしいです。,彼女はドラムをひけます。,
文の訳,4択,She can play the flute.,彼女はフルートをひけます。,彼女はフルートをひきません。,彼女はバイオリンをひけます。,彼女はフルートがほしいです。,彼女はフルートをひけます。,
文の訳,4択,I can swim.,私は泳げます,私は泳ぎません,私はダンスができます,私は泳ぐが好きです。,私は泳げます,
文の訳,4択,I can ski.,私はスキーができます,私はスキーをしません,私はダンスができます,私はスキーが好きです。,私はスキーができます,
文の訳,4択,I can skate.,私はスケートができます,私はスケートをしません,私は泳げます,私はスケートが好きです。,私はスケートができます,
文の訳,4択,I can dance.,私はダンスができます,私はダンスをしません,私はスケートができます,私はダンスが好きです。,私はダンスができます,
文の訳,4択,We can swim.,私たちは泳げます,私たちは泳ぎません,私たちはスキーができます,私たちは泳ぐが好きです。,私たちは泳げます,
文の訳,4択,We can ski.,私たちはスキーができます,私たちはスキーをしません,私たちはスケートができます,私たちはスキーが好きです。,私たちはスキーができます,
文の訳,4択,We can skate.,私たちはスケートができます,私たちはスケートをしません,私たちはスキーができます,私たちはスケートが好きです。,私たちはスケートができます,
文の訳,4択,We can dance.,私たちはダンスができます,私たちはダンスをしません,私たちは泳げます,私たちはダンスが好きです。,私たちはダンスができます,
文の訳,4択,You can swim.,あなたは泳げます,あなたは泳ぎません,あなたはスケートができます,あなたは泳ぐが好きです。,あなたは泳げます,
文の訳,4択,You can ski.,あなたはスキーができます,あなたはスキーをしません,あなたはダンスができます,あなたはスキーが好きです。,あなたはスキーができます,
文の訳,4択,You can skate.,あなたはスケートができます,あなたはスケートをしません,あなたはダンスができます,あなたはスケートが好きです。,あなたはスケートができます,
文の訳,4択,You can dance.,あなたはダンスができます,あなたはダンスをしません,あなたはスケートができます,あなたはダンスが好きです。,あなたはダンスができます,
文の訳,4択,They can swim.,彼らは泳げます,彼らは泳ぎません,彼らはダンスができます,彼らは泳ぐが好きです。,彼らは泳げます,
文の訳,4択,They can ski.,彼らはスキーができます,彼らはスキーをしません,彼らはスケートができます,彼らはスキーが好きです。,彼らはスキーができます,
文の訳,4択,They can skate.,彼らはスケートができます,彼らはスケートをしません,彼らはダンスができます,彼らはスケートが好きです。,彼らはスケートができます,
文の訳,4択,They can dance.,彼らはダンスができます,彼らはダンスをしません,彼らはスケートができます,彼らはダンスが好きです。,彼らはダンスができます,
文の訳,4択,He can swim.,彼は泳げます,彼は泳ぎません,彼はダンスができます,彼は泳ぐが好きです。,彼は泳げます,
文の訳,4択,He can ski.,彼はスキーができます,彼はスキーをしません,彼はダンスができます,彼はスキーが好きです。,彼はスキーができます,
文の訳,4択,He can skate.,彼はスケートができます,彼はスケートをしません,彼はスキーができます,彼はスケートが好きです。,彼はスケートができます,
文の訳,4択,He can dance.,彼はダンスができます,彼はダンスをしません,彼はスケートができます,彼はダンスが好きです。,彼はダンスができます,
文の訳,4択,She can swim.,彼女は泳げます,彼女は泳ぎません,彼女はダンスができます,彼女は泳ぐが好きです。,彼女は泳げます,
文の訳,4択,She can ski.,彼女はスキーができます,彼女はスキーをしません,彼女は泳げます,彼女はスキーが好きです。,彼女はスキーができます,
文の訳,4択,She can skate.,彼女はスケートができます,彼女はスケートをしません,彼女はダンスができます,彼女はスケートが好きです。,彼女はスケートができます,
文の訳,4択,She can dance.,彼女はダンスができます,彼女はダンスをしません,彼女は泳げます,彼女はダンスが好きです。,彼女はダンスができます,
文の訳,4択,It is sunny today.,今日は晴れです。,今日は雨です。,きのうは晴れでした。,今日は晴れではありません。,今日は晴れです。,
文の訳,4択,It is cloudy today.,今日はくもりです。,今日は晴れです。,きのうはくもりでした。,今日はくもりではありません。,今日はくもりです。,
文の訳,4択,It is rainy today.,今日は雨です。,今日は雪です。,きのうは雨でした。,今日は雨ではありません。,今日は雨です。,
文の訳,4択,It is snowy today.,今日は雪です。,今日は雨です。,きのうは雪でした。,今日は雪ではありません。,今日は雪です。,
文の訳,4択,It is cold today.,今日は寒いです。,今日は暖かいです。,きのうは寒いでした。,今日は寒いではありません。,今日は寒いです。,
文の訳,4択,It is warm today.,今日は暖かいです。,今日は寒いです。,きのうは暖かいでした。,今日は暖かいではありません。,今日は暖かいです。,
文の訳,4択,It is hot today.,今日は暑いです。,今日は暖かいです。,きのうは暑いでした。,今日は暑いではありません。,今日は暑いです。,
文の訳,4択,This is my father.,こちらは私の父です。,こちらは私の姉・妹です。,あちらは私の父です。,こちらは私の父ではありません。,こちらは私の父です。,
文の訳,4択,This is my mother.,こちらは私の母です。,こちらは私のいとこです。,あちらは私の母です。,こちらは私の母ではありません。,こちらは私の母です。,
文の訳,4択,This is my brother.,こちらは私の兄・弟です。,こちらは私の親です。,あちらは私の兄・弟です。,こちらは私の兄・弟ではありません。,こちらは私の兄・弟です。,
文の訳,4択,This is my sister.,こちらは私の姉・妹です。,こちらは私の家族です。,あちらは私の姉・妹です。,こちらは私の姉・妹ではありません。,こちらは私の姉・妹です。,
文の訳,4択,This is my grandfather.,こちらは私の祖父です。,こちらは私の祖母です。,あちらは私の祖父です。,こちらは私の祖父ではありません。,こちらは私の祖父です。,
文の訳,4択,This is my grandmother.,こちらは私の祖母です。,こちらは私の母です。,あちらは私の祖母です。,こちらは私の祖母ではありません。,こちらは私の祖母です。,
文の訳,4択,This is my uncle.,こちらは私のおじです。,こちらは私の兄・弟です。,あちらは私のおじです。,こちらは私のおじではありません。,こちらは私のおじです。,
文の訳,4択,This is my aunt.,こちらは私のおばです。,こちらは私の母です。,あちらは私のおばです。,こちらは私のおばではありません。,こちらは私のおばです。,
文の訳,4択,This is my cousin.,こちらは私のいとこです。,こちらは私の父です。,あちらは私のいとこです。,こちらは私のいとこではありません。,こちらは私のいとこです。,
文の訳,4択,This is my baby.,こちらは私の赤ちゃんです。,こちらは私の姉・妹です。,あちらは私の赤ちゃんです。,こちらは私の赤ちゃんではありません。,こちらは私の赤ちゃんです。,
文の訳,4択,This is my parent.,こちらは私の親です。,こちらは私の姉・妹です。,あちらは私の親です。,こちらは私の親ではありません。,こちらは私の親です。,
文の訳,4択,This is my family.,こちらは私の家族です。,こちらは私の姉・妹です。,あちらは私の家族です。,こちらは私の家族ではありません。,こちらは私の家族です。,
文の訳,4択,I study math.,私は数学を勉強します。,私は英語を勉強します。,私は数学が好きです。,私は数学を勉強しません。,私は数学を勉強します。,
文の訳,4択,I study science.,私は理科を勉強します。,私は国語を勉強します。,私は理科が好きです。,私は理科を勉強しません。,私は理科を勉強します。,
文の訳,4択,I study English.,私は英語を勉強します。,私は理科を勉強します。,私は英語が好きです。,私は英語を勉強しません。,私は英語を勉強します。,
文の訳,4択,I study Japanese.,私は国語を勉強します。,私は理科を勉強します。,私は国語が好きです。,私は国語を勉強しません。,私は国語を勉強します。,
文の訳,4択,I study music.,私は音楽を勉強します。,私は数学を勉強します。,私は音楽が好きです。,私は音楽を勉強しません。,私は音楽を勉強します。,
文の訳,4択,I study art.,私は美術を勉強します。,私は数学を勉強します。,私は美術が好きです。,私は美術を勉強しません。,私は美術を勉強します。,
英文えらび,4択,私はお風呂に入る。,I am take a shower.,I take a shower.,I are take a shower.,I taking a shower.,I take a shower.,
英文えらび,4択,私はバナナが好きです。,I like bananas.,I likes bananas.,I are like bananas.,I like banana.,I like bananas.,
英文えらび,4択,私は夕食を作ります。,I cook dinner.,I am cook dinner.,I are like cook dinner.,I cook lunch.,I cook dinner.,
英文えらび,4択,私はレモンが好きです。,I like lemons.,I likes lemons.,I are like lemons.,I like lemon.,I like lemons.,
英文えらび,4択,私は音楽を聴きます。,I listen to music.,I am listen to music.,I listen a to music.,Listen to music.,I listen to music.,
英文えらび,4択,私はモモが好きです。,I like peaches.,I likes peaches.,I are like peaches.,I like peach.,I like peaches.,
英文えらび,4択,私はブドウが好きです。,I like grapes.,I likes grapes.,I are like grapes.,I like grape.,I like grapes.,
英文えらび,4択,宿題をしなさい。,Do your homework.,I do your homework.,You are do your homework.,like your homework.,Do your homework.,
英文えらび,4択,私はイヌが好きです。,I like dogs.,I likes dogs.,I are like dogs.,I like dog.,I like dogs.,
英文えらび,4択,私はネコが好きです。,I like cats.,I likes cats.,I are like cats.,I like cat.,I like cats.,
英文えらび,4択,私はウサギが好きです。,I like rabbits.,I likes rabbits.,I are like rabbits.,I like rabbit.,I like rabbits.,
英文えらび,4択,私はライオンが好きです。,I like lions.,I likes lions.,I are like lions.,I like lion.,I like lions.,
英文えらび,4択,私はトラが好きです。,I like tigers.,I likes tigers.,I are like tigers.,I like tiger.,I like tigers.,
英文えらび,4択,私はパンダが好きです。,I like pandas.,I likes pandas.,I are like pandas.,I like panda.,I like pandas.,
英文えらび,4択,私はサルが好きです。,I like monkeys.,I likes monkeys.,I are like monkeys.,I like monkey.,I like monkeys.,
英文えらび,4択,私はウマが好きです。,I like horses.,I likes horses.,I are like horses.,I like horse.,I like horses.,
英文えらび,4択,私は鳥が好きです。,I like birds.,I likes birds.,I are like birds.,I like bird.,I like birds.,
英文えらび,4択,私はサッカーが好きです。,I like soccer.,I likes soccer.,I are like soccer.,I like a soccer.,I like soccer.,
英文えらび,4択,私はテニスが好きです。,I like tennis.,I likes tennis.,I are like tennis.,I like a tennis.,I like tennis.,
英文えらび,4択,私は野球が好きです。,I like baseball.,I likes baseball.,I are like baseball.,I like a baseball.,I like baseball.,
英文えらび,4択,私は音楽が好きです。,I like music.,I likes music.,I are like music.,I like a music.,I like music.,
英文えらび,4択,私は美術が好きです。,I like art.,I likes art.,I are like art.,I like an art.,I like art.,
英文えらび,4択,私は英語が好きです。,I like English.,I likes English.,I are like English.,I like an English.,I like English.,
英文えらび,4択,私は数学が好きです。,I like math.,I likes math.,I are like math.,I like a math.,I like math.,
英文えらび,4択,私は理科が好きです。,I like science.,I likes science.,I are like science.,I like a science.,I like science.,
英文えらび,4択,私たちはリンゴが好きです。,We like apples.,We likes apples.,We are like apples.,We like apple.,We like apples.,
英文えらび,4択,私たちはバナナが好きです。,We like bananas.,We likes bananas.,We are like bananas.,We like banana.,We like bananas.,
英文えらび,4択,私たちはオレンジが好きです。,We like oranges.,We likes oranges.,We are like oranges.,We like orange.,We like oranges.,
英文えらび,4択,私たちはレモンが好きです。,We like lemons.,We likes lemons.,We are like lemons.,We like lemon.,We like lemons.,
英文えらび,4択,私たちはメロンが好きです。,We like melons.,We don't like melons.,We are like melons.,We like melon.,We like melons.,
英文えらび,4択,私たちはモモが好きです。,We like peaches.,We likes peaches.,We are like peaches.,We like peach.,We like peaches.,
英文えらび,4択,私たちはブドウが好きです。,We like grapes.,We likes grapes.,We are like grapes.,We like grape.,We like grapes.,
英文えらび,4択,私たちはイチゴが好きです。,We like strawberries.,We likes strawberries.,We are like strawberries.,We like strawberry.,We like strawberries.,
英文えらび,4択,私たちはイヌが好きです。,We like dogs.,We likes dogs.,We are like dogs.,We like dog.,We like dogs.,
英文えらび,4択,私たちはネコが好きです。,We like cats.,We likes cats.,We are like cats.,We like cat.,We like cats.,
英文えらび,4択,私たちはウサギが好きです。,We like rabbits.,We likes rabbits.,We are like rabbits.,We like rabbit.,We like rabbits.,
英文えらび,4択,私たちはライオンが好きです。,We like lions.,We likes lions.,We are like lions.,We like lion.,We like lions.,
英文えらび,4択,私たちはトラが好きです。,We like tigers.,We likes tigers.,We are like tigers.,We like tiger.,We like tigers.,
英文えらび,4択,私たちはパンダが好きです。,We like pandas.,We likes pandas.,We are like pandas.,We like panda.,We like pandas.,
英文えらび,4択,私たちはサルが好きです。,We like monkeys.,We likes monkeys.,We are like monkeys.,We like monkey.,We like monkeys.,
英文えらび,4択,私たちはウマが好きです。,We like horses.,We likes horses.,We are like horses.,We like horse.,We like horses.,
英文えらび,4択,私たちは鳥が好きです。,We like birds.,We likes birds.,We are like birds.,We like bird.,We like birds.,
英文えらび,4択,私たちはサッカーが好きです。,We like soccer.,We likes soccer.,We are like soccer.,We like a soccer.,We like soccer.,
英文えらび,4択,私たちはテニスが好きです。,We like tennis.,We likes tennis.,We are like tennis.,We like a tennis.,We like tennis.,
英文えらび,4択,私たちは野球が好きです。,We like baseball.,We likes baseball.,We are like baseball.,We like a baseball.,We like baseball.,
英文えらび,4択,私たちは音楽が好きです。,We like music.,We likes music.,We are like music.,We like a music.,We like music.,
英文えらび,4択,私たちは美術が好きです。,We like art.,We likes art.,We are like art.,We like an art.,We like art.,
英文えらび,4択,私たちは英語の歌を歌います。,We sing English songs.,We are sing English songs.,We is sing English songs.,We sing chinese songs.,We sing English songs.,
英文えらび,4択,私たちは数学が好きです。,We like math.,We likes math.,We are like math.,We like a math.,We like math.,
英文えらび,4択,私たちは理科が好きです。,We like science.,We likes science.,We are like science.,We like a science.,We like science.,
英文えらび,4択,彼らはリンゴが好きです。,They like apples.,They likes apples.,They are like apples.,They like apple.,They like apples.,
英文えらび,4択,彼らはバナナが好きです。,They like bananas.,They likes bananas.,They are like bananas.,They like banana.,They like bananas.,
英文えらび,4択,彼らはオレンジが好きです。,They like oranges.,They likes oranges.,They are like oranges.,They like orange.,They like oranges.,
英文えらび,4択,彼らはレモンが好きです。,They like lemons.,They likes lemons.,They are like lemons.,They like lemon.,They like lemons.,
英文えらび,4択,彼らはコンピューターを使います。,They use some computers.,They use a computers.,They use some computer.,They use an computers.,They use some computers.,
英文えらび,4択,彼らはモモが好きです。,They like peaches.,They likes peaches.,They are like peaches.,They like peach.,They like peaches.,
英文えらび,4択,彼らはブドウが好きです。,They like grapes.,They likes grapes.,They are like grapes.,They like grape.,They like grapes.,
英文えらび,4択,彼らはイチゴが好きです。,They like strawberries.,They likes strawberries.,They are like strawberries.,They like strawberry.,They like strawberries.,
英文えらび,4択,彼らはイヌが好きです。,They like dogs.,They likes dogs.,They are like dogs.,They like dog.,They like dogs.,
英文えらび,4択,彼らはネコが好きです。,They like cats.,They likes cats.,They are like cats.,They like cat.,They like cats.,
英文えらび,4択,彼らはウサギが好きです。,They like rabbits.,They likes rabbits.,They are like rabbits.,They like rabbit.,They like rabbits.,
